Date;Product_Category;Sales_Volume;Price;Promotion;Store_Location;Weekday;Supplier_Cost;Replenishment_Lead_Time;Stock_Level;Proxy_Margin;Promotion;Weekday
07/07/2024;Personal Care;221;1.477.697.207;1;Rural;6;8.543.611.148;4;335;-7.065.913.941;Promotion;Sunday
08/07/2024;Household;242;1.419.455.867;1;Rural;0;1.612.991.897;8;331;1.258.156.677;Promotion;Monday
09/07/2024;Dairy;1093;2.561.934.211;1;Rural;1;0.560717933;6;193;2.001.216.278;Promotion;Tuesday
10/07/2024;Personal Care;205;1.830.285.501;1;Suburban;2;1.022.129.784;3;254;808.155.717;Promotion;Wednesday
11/07/2024;Personal Care;986;9.824.231.488;1;Suburban;3;9.806.382.994;4;88;0.017848494;Promotion;Thursday
12/07/2024;Personal Care;527;3.612.951.722;1;Rural;4;6.456.437.745;2;466;-2.843.486.023;Promotion;Friday
13/07/2024;Dairy;1428;7.475.498.296;1;Urban;5;7.599.839.102;1;203;-0.124340806;Promotion;Saturday
14/07/2024;Dairy;1995;4.131.668.832;0;Rural;6;6.523.923.509;8;225;-2.392.254.677;No Promotion;Sunday
15/07/2024;Snacks;416;424.105.632;0;Rural;0;0.84807315;1;498;339.298.317;No Promotion;Monday
16/07/2024;Household;734;1.901.405.808;0;Urban;1;536.288.829;1;290;1.365.116.979;No Promotion;Tuesday
17/07/2024;Beverages;108;9.459.676.133;0;Rural;2;3.067.692.703;4;471;639.198.343;No Promotion;Wednesday
18/07/2024;Personal Care;873;1.598.724.301;1;Urban;3;1.927.150.742;6;435;1.406.009.227;Promotion;Thursday
19/07/2024;Snacks;1196;1.315.250.566;0;Suburban;4;1.437.244.629;9;418;-121.994.063;No Promotion;Friday
20/07/2024;Beverages;1482;1.385.210.088;0;Suburban;5;9.190.716.013;1;183;4.661.384.867;No Promotion;Saturday
21/07/2024;Snacks;322;3.502.175.331;0;Urban;6;1.106.551.612;7;95;-7.563.340.789;No Promotion;Sunday
22/07/2024;Dairy;1539;5.449.504.489;0;Suburban;0;5.072.774.277;5;99;0.376730212;No Promotion;Monday
23/07/2024;Personal Care;652;1.594.825.637;1;Suburban;1;6.200.633.378;8;215;9.747.622.992;Promotion;Tuesday
24/07/2024;Beverages;1493;1.944.455.792;1;Urban;2;3.935.397.912;7;155;1.550.916.001;Promotion;Wednesday
25/07/2024;Beverages;815;5.990.837.209;1;Suburban;3;1.906.002.229;4;265;408.483.498;Promotion;Thursday
26/07/2024;Beverages;1387;615.980.653;0;Rural;4;3.095.958.743;4;195;3.063.847.787;No Promotion;Friday
27/07/2024;Beverages;1963;9.985.045.523;1;Rural;5;1.206.395.366;6;460;-2.078.908.137;Promotion;Saturday
28/07/2024;Beverages;1813;1.969.296.594;0;Urban;6;1.032.441.418;6;474;936.855.176;No Promotion;Sunday
29/07/2024;Snacks;1983;6.110.219.971;1;Suburban;0;8.430.468.702;9;121;-2.320.248.731;Promotion;Monday
30/07/2024;Personal Care;1441;8.732.466.283;1;Rural;1;7.388.803.157;5;379;1.343.663.126;Promotion;Tuesday
31/07/2024;Dairy;1207;179.381.203;1;Rural;2;1.387.529.711;8;322;406.282.319;Promotion;Wednesday
01/08/2024;Dairy;1441;105.549.962;1;Suburban;3;1.554.656.743;5;296;-0.499157123;Promotion;Thursday
02/08/2024;Dairy;210;1.755.553.335;1;Suburban;4;4.568.711.792;2;495;-2.813.158.457;Promotion;Friday
03/08/2024;Dairy;350;1.247.736.186;0;Rural;5;5.574.098.877;6;462;6.903.262.983;No Promotion;Saturday
04/08/2024;Snacks;482;1.824.022.313;1;Rural;6;1.184.517.428;9;235;639.504.885;Promotion;Sunday
05/08/2024;Household;106;5.538.276.548;0;Urban;0;1.489.146.199;3;119;-9.353.185.442;No Promotion;Monday
06/08/2024;Personal Care;558;9.923.193.719;0;Urban;1;3.989.722.464;1;199;5.933.471.255;No Promotion;Tuesday
07/08/2024;Beverages;1207;9.558.840.731;0;Rural;2;1.317.745.634;1;295;-3.618.615.609;No Promotion;Wednesday
08/08/2024;Household;307;9.986.455.576;0;Urban;3;1.254.403.003;3;311;-2.557.574.454;No Promotion;Thursday
09/08/2024;Dairy;999;1.282.787.422;0;Rural;4;3.757.532.266;5;75;9.070.341.954;No Promotion;Friday
10/08/2024;Household;1513;9.925.131.497;1;Rural;5;6.290.322.413;3;472;3.634.809.084;Promotion;Saturday
11/08/2024;Personal Care;1437;9.501.894.685;1;Urban;6;6.440.256.605;9;189;306.163.808;Promotion;Sunday
12/08/2024;Beverages;121;1.001.147.999;1;Urban;0;1.468.419.969;8;148;-46.727.197;Promotion;Monday
13/08/2024;Beverages;509;1.222.648.138;1;Suburban;1;312.293.257;3;447;910.354.881;Promotion;Tuesday
14/08/2024;Personal Care;994;1.120.314.228;0;Suburban;2;1.208.779.058;9;327;-0.8846483;No Promotion;Wednesday
15/08/2024;Personal Care;614;1.722.858.396;1;Suburban;3;5.345.794.356;6;100;118.827.896;Promotion;Thursday
16/08/2024;Dairy;1250;1.940.440.216;1;Rural;4;1.109.762.001;7;200;-9.157.179.794;Promotion;Friday
17/08/2024;Beverages;908;1.683.302.436;0;Urban;5;6.590.159.562;4;481;102.428.648;No Promotion;Saturday
18/08/2024;Household;1823;1.703.456.764;0;Rural;6;8.886.216.565;4;153;8.148.351.075;No Promotion;Sunday
19/08/2024;Snacks;973;6.413.252.409;1;Urban;0;1.257.287.071;2;483;-6.159.618.301;Promotion;Monday
20/08/2024;Snacks;113;9.794.187.145;1;Rural;1;1.216.040.069;5;138;-2.366.213.545;Promotion;Tuesday
21/08/2024;Personal Care;1070;9.332.231.282;0;Suburban;2;1.306.313.616;8;190;-3.730.904.878;No Promotion;Wednesday
22/08/2024;Dairy;1077;5.151.686.853;1;Suburban;3;1.364.451.217;7;262;3.787.235.636;Promotion;Thursday
23/08/2024;Snacks;1113;8.539.140.095;1;Suburban;4;1.053.473.302;7;282;-1.995.592.925;Promotion;Friday
24/08/2024;Beverages;1135;1.843.367.671;1;Rural;5;2.529.816.962;6;443;-0.686449291;Promotion;Saturday
25/08/2024;Personal Care;186;6.278.619.383;1;Urban;6;6.529.369.236;3;232;-0.250749853;Promotion;Sunday
26/08/2024;Household;1647;1.651.696.133;0;Urban;0;8.454.532.018;5;300;8.062.429.312;No Promotion;Monday
27/08/2024;Personal Care;1008;6.406.683.733;0;Suburban;1;6.339.722.529;1;58;0.066961204;No Promotion;Tuesday
28/08/2024;Household;1660;1.654.592.671;0;Suburban;2;8.034.369.299;7;128;8.511.557.411;No Promotion;Wednesday
29/08/2024;Personal Care;1424;1.110.038.983;1;Suburban;3;1.494.963.148;9;101;-384.924.165;Promotion;Thursday
30/08/2024;Personal Care;1366;1.771.739.087;1;Suburban;4;2.460.651.049;1;435;1.525.673.982;Promotion;Friday
31/08/2024;Personal Care;221;1.192.081.153;1;Urban;5;1.029.411.266;2;458;162.669.887;Promotion;Saturday
01/09/2024;Household;1270;1.563.696.238;1;Rural;6;6.242.014.013;3;318;-4.678.317.775;Promotion;Sunday
02/09/2024;Household;1690;1.383.298.394;1;Rural;0;2.428.642.084;3;275;1.140.434.186;Promotion;Monday
03/09/2024;Personal Care;849;1.852.217.792;0;Rural;1;2.801.683.069;8;100;-0.949465277;No Promotion;Tuesday
04/09/2024;Snacks;1479;9.561.343.361;1;Rural;2;1.426.446.004;7;235;-4.703.116.679;Promotion;Wednesday
05/09/2024;Dairy;784;1.865.910.719;1;Suburban;3;132.542.217;6;83;540.488.549;Promotion;Thursday
06/09/2024;Dairy;1856;4.138.874.847;0;Suburban;4;1.365.210.843;4;340;-9.513.233.583;No Promotion;Friday
07/09/2024;Dairy;1754;8.407.574.706;1;Suburban;5;1.487.722.525;9;279;-6.469.650.544;Promotion;Saturday
08/09/2024;Household;408;1.486.734.587;0;Rural;6;3.520.573.155;1;180;1.134.677.272;No Promotion;Sunday
09/09/2024;Household;794;1.776.291.257;0;Suburban;0;5.653.870.392;2;169;1.210.904.218;No Promotion;Monday
10/09/2024;Snacks;387;1.374.791.709;0;Suburban;1;1.020.367.593;4;492;354.424.116;No Promotion;Tuesday
11/09/2024;Dairy;406;590.529.183;0;Urban;2;7.515.136.828;3;375;-1.609.844.998;No Promotion;Wednesday
12/09/2024;Dairy;1935;1.381.754.921;0;Urban;3;6.566.648.234;1;296;7.250.900.976;No Promotion;Thursday
13/09/2024;Personal Care;1717;6.637.825.181;1;Suburban;4;5.688.263.115;5;481;0.949562066;Promotion;Friday
14/09/2024;Household;1013;1.465.015.537;0;Urban;5;9.109.819.163;7;241;5.540.336.207;No Promotion;Saturday
15/09/2024;Dairy;1846;1.912.662.942;0;Urban;6;8.846.104.715;2;452;1.028.052.471;No Promotion;Sunday
16/09/2024;Snacks;761;1.470.647.557;1;Suburban;0;2.841.138.594;5;372;1.186.533.698;Promotion;Monday
17/09/2024;Snacks;648;1.739.472.956;1;Suburban;1;7.340.227.644;6;259;1.005.450.192;Promotion;Tuesday
18/09/2024;Dairy;1475;103.997.302;0;Suburban;2;8.525.340.755;7;152;-7.485.367.735;No Promotion;Wednesday
19/09/2024;Household;411;1.463.387.037;1;Suburban;3;8.769.160.612;1;378;5.864.709.758;Promotion;Thursday
20/09/2024;Snacks;972;1.676.216.358;1;Rural;4;3.546.554.297;7;421;1.321.560.928;Promotion;Friday
21/09/2024;Personal Care;1182;1.770.616.013;0;Rural;5;1.126.293.519;4;182;-9.492.319.177;No Promotion;Saturday
22/09/2024;Snacks;1766;1.756.035.682;0;Suburban;6;0.865386875;8;372;1.669.496.995;No Promotion;Sunday
23/09/2024;Beverages;1023;5.877.190.338;1;Urban;0;5.645.061.905;4;188;0.232128433;Promotion;Monday
24/09/2024;Beverages;1837;1.364.054.994;0;Suburban;1;118.130.834;6;170;182.746.654;No Promotion;Tuesday
25/09/2024;Household;854;162.067.427;0;Suburban;2;8.676.447.355;9;143;7.530.295.345;No Promotion;Wednesday
26/09/2024;Dairy;134;1.359.062.575;1;Urban;3;4.286.855.271;5;178;9.303.770.479;Promotion;Thursday
